Roll: 1301CE20
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,6.959183673469388,49,49,6.959183673469388
2,44,44,5.931818181818182,93,93,6.473118279569892
3,44,44,5.704545454545454,137,137,6.226277372262774
4,44,44,5.159090909090909,181,181,5.966850828729282
5,36,36,6.0,217,217,5.972350230414746
6,47,47,7.25531914893617,264,264,6.200757575757576
7,40,40,7.35,304,304,6.3519736842105265
8,40,40,6.95,344,344,6.421511627906977
