Roll: 1311NT10
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.75,40,40,7.75
2,44,44,8.090909090909092,84,84,7.928571428571429
3,50,50,8.0,134,134,7.955223880597015
4,45,45,9.0,179,179,8.217877094972067
