Roll: 1311NT06
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.9,40,40,7.9
2,44,44,8.090909090909092,84,84,8.0
3,50,50,7.8,134,134,7.925373134328358
4,45,45,9.0,179,179,8.195530726256983
