Roll: 1301CE21
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.346938775510203,49,49,8.346938775510203
2,44,44,8.090909090909092,93,93,8.225806451612904
3,44,44,8.522727272727273,137,137,8.321167883211679
4,44,44,8.136363636363637,181,181,8.276243093922652
5,36,36,8.416666666666666,217,217,8.299539170506913
6,47,47,9.042553191489361,264,264,8.431818181818182
7,40,40,8.9,304,304,8.493421052631579
8,40,40,8.95,344,344,8.546511627906977
