Roll: 1211NT07
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,9.35,40,40,9.35
2,40,40,8.45,80,80,8.9
3,50,50,9.2,130,130,9.015384615384615
4,45,45,9.0,175,175,9.01142857142857
