Roll: 1301CE12
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.204081632653061,49,49,8.204081632653061
2,44,44,8.272727272727273,93,93,8.236559139784946
3,44,44,8.295454545454545,137,137,8.255474452554745
4,44,44,8.545454545454545,181,181,8.32596685082873
5,36,36,8.694444444444445,217,217,8.387096774193548
6,47,47,8.957446808510639,264,264,8.488636363636363
7,40,40,8.5,304,304,8.490131578947368
8,40,40,9.1,344,344,8.561046511627907
