Roll: 1301EE39
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.857142857142857,49,49,7.857142857142857
2,44,44,7.295454545454546,93,93,7.591397849462366
3,46,46,7.543478260869565,139,139,7.575539568345324
4,46,46,7.086956521739131,185,185,7.454054054054054
5,45,45,8.333333333333334,230,230,7.626086956521739
6,40,40,7.25,270,270,7.57037037037037
7,45,45,7.711111111111111,315,315,7.59047619047619
8,40,40,8.65,355,355,7.709859154929577
