Roll: 1301CE18
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,5.918367346938775,49,49,5.918367346938775
2,44,44,6.090909090909091,93,93,6.0
3,44,44,6.681818181818182,137,137,6.218978102189781
4,44,44,5.431818181818182,181,181,6.027624309392265
5,36,36,6.305555555555555,217,217,6.073732718894009
6,47,47,6.659574468085107,264,264,6.178030303030303
7,40,40,7.45,304,304,6.345394736842105
8,40,40,6.9,344,344,6.409883720930233
