Roll: 1301CH14
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,5.673469387755102,49,49,5.673469387755102
2,44,44,6.5,93,93,6.064516129032258
3,49,49,6.408163265306122,142,142,6.183098591549296
4,42,42,7.142857142857143,184,184,6.4021739130434785
5,46,46,7.608695652173913,230,230,6.643478260869565
6,41,41,7.585365853658536,271,271,6.785977859778598
7,36,36,5.722222222222222,307,307,6.6612377850162865
8,46,46,7.826086956521739,353,353,6.813031161473088
