Roll: 1311MT09
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,9.0,40,40,9.0
2,44,44,8.636363636363637,84,84,8.80952380952381
3,50,50,8.0,134,134,8.507462686567164
4,45,45,9.0,179,179,8.631284916201118
