Roll: 1311EE10
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,9.25,40,40,9.25
2,46,46,8.869565217391305,86,86,9.046511627906977
3,50,50,8.4,136,136,8.808823529411764
4,45,45,9.0,181,181,8.856353591160222
