Roll: 1311NT08
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.6,40,40,8.6
2,44,44,8.227272727272727,84,84,8.404761904761905
3,50,50,8.8,134,134,8.552238805970148
4,45,45,10.0,179,179,8.916201117318435
