Roll: 1311NT05
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.45,40,40,8.45
2,44,44,8.863636363636363,84,84,8.666666666666666
3,50,50,8.0,134,134,8.417910447761194
4,45,45,9.0,179,179,8.564245810055866
