Roll: 1211NT10
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.0,40,40,7.0
2,40,40,7.6,80,80,7.3
3,50,50,8.6,130,130,7.8
4,45,45,8.0,175,175,7.851428571428571
