Roll: 1211NT04
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.7,40,40,8.7
2,40,40,8.45,80,80,8.575
3,50,50,8.2,130,130,8.430769230769231
4,45,45,9.0,175,175,8.577142857142857
