Roll: 1211NT06
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.2,40,40,8.2
2,40,40,7.7,80,80,7.95
3,50,50,9.0,130,130,8.353846153846154
4,45,45,9.0,175,175,8.52
