Roll: 1311MT05
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.25,40,40,7.25
2,44,44,7.181818181818182,84,84,7.214285714285714
3,50,50,5.6,134,134,6.611940298507463
4,45,45,7.0,179,179,6.709497206703911
