Roll: 1311NT01
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.3,40,40,7.3
2,44,44,6.909090909090909,84,84,7.095238095238095
3,50,50,7.4,134,134,7.208955223880597
4,45,45,8.0,179,179,7.407821229050279
