Roll: 1211MT04
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.75,40,40,8.75
2,40,40,8.0,80,80,8.375
3,50,50,8.2,130,130,8.307692307692308
4,45,45,8.0,175,175,8.228571428571428
