Roll: 1211NT01
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.85,40,40,8.85
2,40,40,8.55,80,80,8.7
3,50,50,9.0,130,130,8.815384615384616
4,45,45,10.0,175,175,9.12
