Roll: 0901EE23
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.020408163265306,49,49,7.020408163265306
2,44,44,6.340909090909091,93,93,6.698924731182796
3,46,46,7.065217391304348,139,139,6.820143884892087
4,46,46,5.891304347826087,185,185,6.589189189189189
5,39,39,6.0,224,224,6.486607142857143
6,40,40,6.025,264,264,6.416666666666667
7,45,45,6.333333333333333,309,309,6.4045307443365695
8,38,38,4.947368421052632,347,347,6.244956772334294
