Roll: 1311MT11
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.1,40,40,8.1
2,44,44,7.318181818181818,84,84,7.690476190476191
3,50,50,6.8,134,134,7.358208955223881
4,45,45,9.0,179,179,7.770949720670391
