Roll: 1311MT04
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.35,40,40,8.35
2,44,44,8.272727272727273,84,84,8.30952380952381
3,50,50,8.4,134,134,8.343283582089553
4,45,45,9.0,179,179,8.508379888268156
