Roll: 1301CE06
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.244897959183673,49,49,8.244897959183673
2,44,44,7.090909090909091,93,93,7.698924731182796
3,44,44,7.75,137,137,7.7153284671532845
4,44,44,6.5,181,181,7.419889502762431
5,36,36,7.222222222222222,217,217,7.387096774193548
6,47,47,8.382978723404255,264,264,7.5643939393939394
7,40,40,8.85,304,304,7.733552631578948
8,40,40,8.5,344,344,7.8226744186046515
