Roll: 1301CH12
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.122448979591836,49,49,7.122448979591836
2,44,44,7.113636363636363,93,93,7.118279569892473
3,49,49,7.469387755102041,142,142,7.23943661971831
4,42,42,7.428571428571429,184,184,7.282608695652174
5,46,46,9.108695652173912,230,230,7.647826086956521
6,41,41,8.682926829268293,271,271,7.804428044280443
7,36,36,7.277777777777778,307,307,7.742671009771987
8,46,46,8.08695652173913,353,353,7.787535410764873
