Roll: 1211NT03
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.6,40,40,7.6
2,40,40,7.25,80,80,7.425
3,50,50,8.8,130,130,7.953846153846154
4,45,45,9.0,175,175,8.222857142857142
