Roll: 1301CE14
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.244897959183674,49,49,7.244897959183674
2,44,44,7.295454545454546,93,93,7.268817204301075
3,44,44,7.613636363636363,137,137,7.37956204379562
4,44,44,7.409090909090909,181,181,7.386740331491713
5,36,36,7.805555555555555,217,217,7.456221198156682
6,47,47,8.25531914893617,264,264,7.598484848484849
7,40,40,8.7,304,304,7.743421052631579
8,40,40,8.2,344,344,7.796511627906977
