Roll: 1211NT08
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.3,40,40,7.3
2,40,40,7.85,80,80,7.575
3,50,50,8.6,130,130,7.969230769230769
4,45,45,10.0,175,175,8.491428571428571
