Roll: 1301CH10
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,4.959183673469388,49,49,4.959183673469388
2,44,44,5.636363636363637,93,93,5.279569892473118
3,49,49,4.469387755102041,142,142,5.0
4,42,42,5.0,184,184,5.0
5,52,52,5.403846153846154,236,236,5.088983050847458
6,41,41,5.2926829268292686,277,277,5.11913357400722
7,36,36,4.888888888888889,313,313,5.092651757188499
8,46,46,6.565217391304348,359,359,5.281337047353761
