Roll: 1201EE08
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.122448979591836,49,49,7.122448979591836
2,44,44,7.159090909090909,93,93,7.139784946236559
3,46,46,7.891304347826087,139,139,7.388489208633094
4,46,46,8.152173913043478,185,185,7.578378378378378
5,45,45,8.8,230,230,7.817391304347826
6,40,40,8.625,270,270,7.937037037037037
7,45,45,8.311111111111112,315,315,7.9904761904761905
8,38,38,8.736842105263158,353,353,8.070821529745043
