Roll: 1211MT09
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.85,40,40,8.85
2,40,40,7.2,80,80,8.025
3,50,50,8.4,130,130,8.169230769230769
4,45,45,8.0,175,175,8.125714285714286
