Roll: 1211MT01
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.55,40,40,7.55
2,40,40,7.5,80,80,7.525
3,50,50,9.0,130,130,8.092307692307692
4,45,45,9.0,175,175,8.325714285714286
