Roll: 1311MT07
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,6.95,40,40,6.95
2,44,44,7.681818181818182,84,84,7.333333333333333
3,50,50,5.0,134,134,6.462686567164179
4,45,45,9.0,179,179,7.100558659217877
