Roll: 1311MT10
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,9.15,40,40,9.15
2,44,44,9.318181818181818,84,84,9.238095238095237
3,50,50,9.0,134,134,9.149253731343284
4,45,45,10.0,179,179,9.363128491620111
