Roll: 1101EE01
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,6.63265306122449,49,49,6.63265306122449
2,44,44,6.363636363636363,93,93,6.505376344086022
3,46,46,6.978260869565218,139,139,6.661870503597123
4,46,46,6.304347826086956,185,185,6.572972972972973
5,45,45,5.933333333333334,230,230,6.447826086956522
6,40,40,6.825,270,270,6.503703703703704
7,45,45,5.777777777777778,315,315,6.4
8,38,38,6.894736842105263,353,353,6.453257790368272
