Roll: 1101EE31
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.040816326530612,49,49,8.040816326530612
2,44,44,6.886363636363637,93,93,7.494623655913978
3,46,46,6.608695652173913,139,139,7.201438848920863
4,46,46,6.630434782608695,185,185,7.059459459459459
5,45,45,7.0,230,230,7.047826086956522
6,40,40,7.15,270,270,7.062962962962963
7,45,45,5.844444444444444,315,315,6.888888888888889
8,38,38,6.157894736842105,353,353,6.810198300283286
