Roll: 1301CH16
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,6.346938775510204,49,49,6.346938775510204
2,44,44,6.2272727272727275,93,93,6.290322580645161
3,49,49,6.938775510204081,142,142,6.514084507042254
4,42,42,7.285714285714286,184,184,6.690217391304348
5,46,46,7.565217391304348,230,230,6.8652173913043475
6,41,41,8.414634146341463,271,271,7.099630996309963
7,36,36,8.38888888888889,307,307,7.250814332247557
8,46,46,8.217391304347826,353,353,7.376770538243626
