Roll: 1311MT03
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.8,40,40,7.8
2,44,44,8.0,84,84,7.904761904761905
3,50,50,4.8,134,134,6.746268656716418
4,45,45,9.0,179,179,7.312849162011173
