Roll: 1311MT08
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.85,40,40,8.85
2,44,44,8.363636363636363,84,84,8.595238095238095
3,50,50,7.2,134,134,8.074626865671641
4,45,45,9.0,179,179,8.307262569832401
