Roll: 1311MT12
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.1,40,40,8.1
2,44,44,7.5,84,84,7.785714285714286
3,50,50,8.4,134,134,8.014925373134329
4,45,45,8.0,179,179,8.011173184357542
